timestamp,ax,ay,az,gx,gy,gz
0.0,0.18882842164123514,0.06429086899993097,9.8,-0.0029688210047215196,0.01557452434803431,0.00401596233614749
0.01,0.281287794348687,0.1310813068392319,9.8,-0.00014177871267281238,0.022152013393230276,-0.005632124443556228
0.02,-0.06764312763778643,0.06786091246662031,9.8,-0.002655019122037541,-0.010351199682757425,-0.01686478786646518
0.03,-0.040634575272124225,-0.1485017950211783,9.8,0.010717256616856678,0.019453592595905973,0.0026835898515574085
0.04,0.05150002620801891,0.037341850657553154,9.8,0.002003174902976246,-0.003295963706967265,-0.00031837417678582
0.05,-0.006923326743768813,0.0038020339343208063,9.8,-0.005233230676745847,0.011022348936383809,0.013674086862114366
0.06,0.11933260920836489,-0.0311248212127679,9.8,0.00019705611156331661,0.01045576204856984,-0.011568224344596964
0.07,0.14298027180355918,-0.0619404206709578,9.8,0.010384242898938294,-0.022043867094578565,-0.0003078655225117417
0.08,-8.968025795480908e-05,-0.0783426617163181,9.8,0.001925646366447086,-0.006731444464848441,0.0016514019331578976
0.09,-0.30612043769864017,-0.15862890257993167,9.8,0.012502356924224283,0.003702244396206832,-0.00917304269324573
0.1,0.02553275119766847,0.008412400814203263,9.8,0.0014285742210996771,0.006270008222828539,-0.017453584479097374
0.11,-0.08963870166020974,-0.025045103028723644,9.8,-0.008387948539596537,-0.006912184088825628,-0.011805085193056517
0.12,-0.024244170587450913,-0.02542722422572275,9.8,0.005594029568014842,0.00843868470523527,0.003965574287936305
0.13,-0.09029431322425474,-0.005363477718793951,9.8,0.0046958626955956855,0.006921051694970156,0.01271702791551344
0.14,-0.11028563494465785,-0.048368170219415786,9.8,0.027077055223610386,0.0074380798242797185,-0.011832584634874604
0.15,0.11263457578805931,-0.10251582517377307,9.8,-0.003898893082573352,-0.013848289044035275,-0.01249381688918051
0.16,-0.06895618479703078,-0.026164767448837462,9.8,-0.002767000606478786,0.0044071297734701925,0.004317358214111451
0.17,0.01559736003020653,0.05500230849707223,9.8,0.008751618196163156,-0.0050449728656769876,0.001431193454323258
0.18,-0.03432735353801982,0.04042424364997492,9.8,0.0033767074914137036,-0.004026150238110389,0.00859957749849289
0.19,-0.10913869608714062,0.10323926210976256,9.8,0.0038281663400670956,-0.013886171419508165,-0.007796614706501961
0.2,0.03365265341781667,0.059506957498906936,9.8,0.0011917835497940105,0.005161970656895882,-0.012048325078244146
0.21,0.007621743646240091,0.035735699890490004,9.8,0.013856798098829526,0.0013222954239647928,0.003440229760255151
0.22,0.058066127958319606,0.08236861843377505,9.8,-0.012554377901540587,-0.001743428776838845,0.0039654115129587435
0.23,-0.10422179272037024,-0.026300633461727757,9.8,0.018248531959717464,-0.002796773576156956,0.010339133556017583
0.24,-0.06488036647056288,-0.20047361713164324,9.8,-0.012556885886373062,-2.9452560279511254e-05,-0.01421514965825999
0.25,-0.07695006652020431,-0.22177829703455007,9.8,-0.007210907066551026,0.00736684799293012,0.02100781939811602
0.26,-0.12907631074927148,-0.11307762935466277,9.8,0.008293394647656419,0.0010815676166233033,0.0016574590172804876
0.27,-0.012479501877767652,0.1327296965456654,9.8,0.020568376498212474,0.0021064624693008815,0.0027589690114618367
0.28,-0.052514496249505084,0.1361214478591434,9.8,-0.019630078774527854,9.020413093865967e-05,-0.00930849796658905
0.29,0.26528321263597726,-0.013705761978826595,9.8,-0.0020815979314376732,0.005373643846582866,0.010040479655156863
0.3,0.07023584805193706,0.1634279841404763,9.8,-0.012551028987437072,0.013194930366145632,-0.02262785770923011
0.31,0.039253876406889765,-0.21831498359800788,9.8,0.009170864078966333,-0.0014774215215891957,0.002371587840492916
0.32,-0.07152132831229772,-0.06728141046712668,9.8,-0.009195438660770891,-0.006310762582005347,0.010600397465153262
0.33,0.1748760402928281,-0.044654396292620746,9.8,0.018117988395969904,0.00557631312247163,0.013515073684493452
0.34,0.05397433639250504,0.03755186552736438,9.8,-0.020012459738500504,0.00590585949647103,-0.00361429598105365
0.35000000000000003,-0.08652482019496116,-0.055970612640333206,9.8,-0.0027803004576490166,0.0029370756558571337,-0.010900475349012253
0.36,-0.016290968065534654,-0.00033273329628143167,9.8,-0.0067755700140459405,0.016849735585254877,-0.0032178221488750446
0.37,-0.047655602447003315,-0.003369304337452271,9.8,0.015059514901031936,-0.0063393415688905285,0.0056022540387308155
0.38,0.048629585819734124,-0.031316704571649694,9.8,0.010049120582801017,0.00014839782541211847,-0.014868835649298702
0.39,0.06963449457886059,-0.34823364738101553,9.8,-0.006280747066529775,-0.017305092226175097,-0.013447612688776952
0.4,-0.07694476037462114,0.09796222736599629,9.8,-0.004795636992470311,-0.0007736446976065231,0.014489028991864904
0.41000000000000003,-0.1307755664901887,-0.08973667729078644,9.8,0.011150307354972784,-0.005937620474744461,0.0019608515055649874
0.42,0.20727954351179687,-0.019040775087288152,9.8,-0.004025741193881441,0.0004379381745925054,-0.007587037114783993
0.43,0.011359588529367526,-0.03385809866370151,9.8,0.01016145461854135,0.019430239064603397,0.012151229068523946
0.44,-0.07369256065776725,0.08943808495466626,9.8,0.008856802342375035,0.0006840327718199667,0.0033323940010044485
0.45,0.101978196887098,0.17995416109310627,9.8,-0.013199825453602695,-0.0031943973025001216,-0.0002483431114972258
0.46,-0.05517096917505249,0.056141187200946775,9.8,-0.005658153184666047,0.008823644240563519,-0.007221332605753793
0.47000000000000003,-0.14853016418049642,0.17208896577230945,9.8,0.001943055238199481,0.018866277588770224,-0.015512711184017501
0.48,0.06308763125567289,0.04039353410437708,9.8,0.0001093469814323808,0.014642547538847337,-0.014428626683842273
0.49,-0.005685362054628673,-0.007148126784930881,9.8,0.008418546409767335,-0.0018603735798809395,-0.019782456345442775
0.5,-0.20340385073102152,-0.1506641864190047,9.8,0.004538630308706821,0.018530562874799865,0.009675275982977759
0.51,0.009030450710035443,-0.09815411314852743,9.8,0.0005726905224117916,-0.016455910647043208,-0.0034702912358368383
0.52,0.02993405147916536,-0.04476444972298213,9.8,0.002261695147710885,3.200656940683825e-05,-0.006580217239615175
0.53,0.16683486937234873,0.14967586620551054,9.8,0.006130252751614099,-0.01947976277734781,-0.004724325071840052
0.54,0.07869037462828987,-0.09811699808762216,9.8,-0.003396719837472909,-0.008429431466457771,-0.02390385727919327
0.55,-0.049022710173091344,0.12598845282057683,9.8,0.0006215028693179492,0.00018005564341384703,-0.0037881129827274226
0.56,-0.11026876943542813,0.04832329398130846,9.8,0.008453491774574063,-0.005213372919984994,0.0013124372236532921
0.5700000000000001,0.0680751483917846,0.09502134106812676,9.8,0.0011966188480146752,-0.007768578467986091,-0.00579659712820462
0.58,-0.060109087904302944,-0.01320352904640714,9.8,-0.0009563093545381274,0.004339463580354844,-0.009791870164580581
0.59,0.051742325852512865,0.09376151065076328,9.8,0.0028620917227018022,0.001290750617858704,-0.013721040588489568
0.6,-0.019144200743727975,-0.1004757551973856,9.8,0.009263125290943575,-0.01208192131313457,0.017405381942673374
0.61,0.059085875027535865,-0.01481295952615046,9.8,-0.0016383722052696987,0.0137329510646071,0.010904222017490448
0.62,-0.07490665337969608,0.013404397718126064,9.8,0.01351806543298928,0.010469664658990447,-0.002172750688709088
0.63,0.06012434517129394,-0.07573759160270832,9.8,-0.005197946280012562,0.005534200735779643,-0.016554009663442858
0.64,-0.19148734095087827,0.12533507728776924,9.8,-0.008343699411409817,-0.009664679223076579,-0.009223514893201069
